timestamp,session_id,event,detail,version,answered_count,completed,time_spent
41:00.9,14e8750a055ef790c2ed8792d892c131,quiz_submitted,submit_clicked,A,1,FALSE,267
41:04.7,14e8750a055ef790c2ed8792d892c131,quiz_submitted,submit_clicked,A,1,FALSE,270
41:16.8,14e8750a055ef790c2ed8792d892c131,quiz_submitted,submit_clicked,A,1,FALSE,282
41:17.1,c0a8f2d1f9e4ee2ce88a06fa0b74e4d1,quiz_submitted,submit_clicked,A,20,TRUE,37
41:25.3,14e8750a055ef790c2ed8792d892c131,quiz_submitted,submit_clicked,A,1,FALSE,291
41:45.4,14e8750a055ef790c2ed8792d892c131,quiz_submitted,submit_clicked,A,1,FALSE,311
42:42.1,1df8bbc1e285cd616b02257552db99f4,quiz_submitted,submit_clicked,A,20,TRUE,114
42:48.2,94dcf5089f20fece9e5c91b96330ae8c,quiz_submitted,submit_clicked,B,0,FALSE,1
42:58.9,e5e4de325301a3440c4993b756912c23,quiz_submitted,submit_clicked,A,20,TRUE,180
44:21.8,a93878043f521171c56976233198ea0c,quiz_submitted,submit_clicked,B,20,TRUE,88
45:27.5,c9a40b72ecc77bb09844e357ab362483,quiz_submitted,submit_clicked,A,20,TRUE,52
46:13.0,c96e15e6dc566958e57c4ea6e00d7266,quiz_submitted,submit_clicked,B,20,TRUE,83
46:20.7,fdb1191c740a5a76d8b86cf4ecf0fa84,quiz_submitted,submit_clicked,B,20,TRUE,317
47:16.7,f43214c2e99db87a18e2e65a1c4ecf9d,quiz_submitted,submit_clicked,B,20,TRUE,42
50:28.9,d08af5795bcdeb407395fb4c1467086b,quiz_submitted,submit_clicked,B,20,TRUE,289
51:01.1,454e6df45d8e2e77f712be578cd76fb7,quiz_submitted,submit_clicked,A,20,TRUE,266
